ID,RoadUser,Gender,Age,AgeGroup,PersonID
9079,Driver,Male,45,40_to_64,9079
9080,Pedestrian,Male,81,75_or_older,9080
9081,Driver,Female,49,40_to_64,9081
9082,Passenger,Female,80,75_or_older,9082
9083,Pedestrian,Female,15,0_to_16,9083
9084,Pedestrian,Male,2,0_to_16,9084
9085,Pedal cyclist,Male,79,75_or_older,9085
9086,Driver,Male,49,40_to_64,9086
9087,Pedestrian,Male,33,26_to_39,9087
9088,Driver,Male,35,26_to_39,9088
9089,Motorcycle rider,Male,46,40_to_64,9089
9090,Driver,Female,47,40_to_64,9090
9091,Pedestrian,Female,65,65_to_74,9091
9092,Motorcycle rider,Male,59,40_to_64,9092
9093,Driver,Male,46,40_to_64,9093
9094,Driver,Male,32,26_to_39,9094
9095,Driver,Male,53,40_to_64,9095
9096,Driver,Female,49,40_to_64,9096
9097,Driver,Male,30,26_to_39,9097
9098,Driver,Male,30,26_to_39,9098
9099,Motorcycle rider,Male,33,26_to_39,9099
9100,Driver,Male,46,40_to_64,9100
9101,Driver,Female,44,40_to_64,9101
9102,Driver,Male,26,26_to_39,9102
9103,Driver,Female,76,75_or_older,9103
9104,Driver,Male,70,65_to_74,9104
9105,Driver,Female,25,17_to_25,9105
9106,Driver,Male,17,17_to_25,9106
9107,Driver,Male,37,26_to_39,9107
9108,Passenger,Male,41,40_to_64,9108
9109,Motorcycle rider,Male,31,26_to_39,9109
9110,Driver,Female,22,17_to_25,9110
9111,Motorcycle rider,Male,48,40_to_64,9111
9112,Motorcycle rider,Male,24,17_to_25,9112
9113,Motorcycle rider,Male,29,26_to_39,9113
9114,Motorcycle rider,Male,30,26_to_39,9114
9115,Pedestrian,Male,60,40_to_64,9115
9116,Passenger,Female,43,40_to_64,9116
9117,Driver,Male,47,40_to_64,9117
9118,Driver,Male,26,26_to_39,9118
9119,Passenger,Male,26,26_to_39,9119
9120,Driver,Male,43,40_to_64,9120
9121,Passenger,Male,25,17_to_25,9121
9122,Driver,Male,76,75_or_older,9122
9123,Driver,Male,23,17_to_25,9123
9124,Driver,Male,82,75_or_older,9124
9125,Passenger,Female,20,17_to_25,9125
9126,Driver,Male,77,75_or_older,9126
9127,Motorcycle rider,Female,57,40_to_64,9127
9128,Motorcycle rider,Male,18,17_to_25,9128
9129,Driver,Male,38,26_to_39,9129
9130,Driver,Female,47,40_to_64,9130
9131,Driver,Male,24,17_to_25,9131
9132,Passenger,Male,30,26_to_39,9132
9133,Driver,Male,27,26_to_39,9133
9134,Motorcycle rider,Male,36,26_to_39,9134
9135,Driver,Male,37,26_to_39,9135
9136,Pedestrian,Male,7,0_to_16,9136
9137,Pedestrian,Male,89,75_or_older,9137
9138,Driver,Male,87,75_or_older,9138
9139,Passenger,Female,26,26_to_39,9139
9140,Driver,Female,84,75_or_older,9140
9141,Pedal cyclist,Male,61,40_to_64,9141
9142,Passenger,Female,84,75_or_older,9142
9143,Driver,Male,82,75_or_older,9143
9144,Driver,Male,64,40_to_64,9144
9145,Pedal cyclist,Male,43,40_to_64,9145
9146,Driver,Male,20,17_to_25,9146
9147,Driver,Male,55,40_to_64,9147
9148,Driver,Male,88,75_or_older,9148
9149,Driver,Male,48,40_to_64,9149
9150,Driver,Male,19,17_to_25,9150
9151,Driver,Male,34,26_to_39,9151
9152,Driver,Male,54,40_to_64,9152
9153,Motorcycle rider,Male,27,26_to_39,9153
9154,Driver,Female,69,65_to_74,9154
9155,Motorcycle rider,Male,25,17_to_25,9155
9156,Driver,Male,58,40_to_64,9156
9157,Driver,Female,24,17_to_25,9157
9158,Motorcycle rider,Male,65,65_to_74,9158
9159,Passenger,Female,19,17_to_25,9159
9160,Pedestrian,Male,67,65_to_74,9160
9161,Driver,Male,18,17_to_25,9161
9162,Passenger,Male,24,17_to_25,9162
9163,Passenger,Male,25,17_to_25,9163
9164,Pedestrian,Female,40,40_to_64,9164
9165,Driver,Male,17,17_to_25,9165
9166,Passenger,Female,37,26_to_39,9166
9167,Passenger,Female,36,26_to_39,9167
9168,Passenger,Female,36,26_to_39,9168
9169,Passenger,Female,22,17_to_25,9169
9170,Driver,Male,24,17_to_25,9170
9171,Pedal cyclist,Male,88,75_or_older,9171
9172,Motorcycle rider,Male,60,40_to_64,9172
9173,Motorcycle pillion passenger,Female,31,26_to_39,9173
9174,Passenger,Female,65,65_to_74,9174
9175,Motorcycle rider,Male,51,40_to_64,9175
9176,Driver,Male,67,65_to_74,9176
9177,Driver,Female,82,75_or_older,9177
9178,Driver,Male,48,40_to_64,9178
9179,Motorcycle rider,Male,34,26_to_39,9179
9180,Motorcycle rider,Male,36,26_to_39,9180
9181,Driver,Female,72,65_to_74,9181
9182,Passenger,Female,5,0_to_16,9182
9183,Motorcycle rider,Male,42,40_to_64,9183
9184,Driver,Male,75,75_or_older,9184
9185,Pedestrian,Male,33,26_to_39,9185
9186,Passenger,Male,22,17_to_25,9186
9187,Driver,Male,48,40_to_64,9187
9188,Motorcycle rider,Female,30,26_to_39,9188
9189,Pedestrian,Female,86,75_or_older,9189
9190,Motorcycle rider,Male,44,40_to_64,9190
9191,Driver,Male,24,17_to_25,9191
9192,Motorcycle rider,Male,45,40_to_64,9192
9193,Driver,Male,22,17_to_25,9193
9194,Motorcycle rider,Male,48,40_to_64,9194
9195,Pedestrian,Male,27,26_to_39,9195
9196,Driver,Male,20,17_to_25,9196
9197,Passenger,Male,20,17_to_25,9197
9198,Driver,Female,31,26_to_39,9198
9199,Pedestrian,Male,46,40_to_64,9199
9200,Motorcycle rider,Male,60,40_to_64,9200
9201,Driver,Male,73,65_to_74,9201
9202,Pedestrian,Male,41,40_to_64,9202
9203,Motorcycle rider,Male,44,40_to_64,9203
9204,Pedestrian,Female,35,26_to_39,9204
9205,Driver,Male,38,26_to_39,9205
9206,Driver,Male,40,40_to_64,9206
9207,Driver,Female,24,17_to_25,9207
9208,Driver,Male,61,40_to_64,9208
9209,Motorcycle rider,Male,44,40_to_64,9209
9210,Driver,Male,40,40_to_64,9210
9211,Driver,Male,30,26_to_39,9211
9212,Motorcycle rider,Female,61,40_to_64,9212
9213,Driver,Male,19,17_to_25,9213
9214,Pedestrian,Male,21,17_to_25,9214
9215,Pedestrian,Female,21,17_to_25,9215
9216,Driver,Male,28,26_to_39,9216
9217,Passenger,Female,26,26_to_39,9217
9218,Pedestrian,Female,92,75_or_older,9218
9219,Passenger,Female,15,0_to_16,9219
9220,Driver,Male,84,75_or_older,9220
9221,Pedestrian,Female,82,75_or_older,9221
9222,Motorcycle rider,Male,67,65_to_74,9222
9223,Passenger,Female,74,65_to_74,9223
9224,Driver,Male,75,75_or_older,9224
9225,Driver,Male,26,26_to_39,9225
9226,Pedestrian,Female,63,40_to_64,9226
9227,Driver,Male,59,40_to_64,9227
9228,Driver,Female,17,17_to_25,9228
9229,Passenger,Male,18,17_to_25,9229
9230,Driver,Male,37,26_to_39,9230
9231,Driver,Female,22,17_to_25,9231
9232,Driver,Male,36,26_to_39,9232
9233,Passenger,Female,90,75_or_older,9233
9234,Driver,Male,33,26_to_39,9234
9235,Driver,Female,61,40_to_64,9235
9236,Motorcycle pillion passenger,Female,43,40_to_64,9236
9237,Pedestrian,Male,14,0_to_16,9237
9238,Driver,Male,50,40_to_64,9238
9239,Driver,Male,53,40_to_64,9239
9240,Driver,Male,46,40_to_64,9240
9241,Motorcycle rider,Male,17,17_to_25,9241
9242,Motorcycle pillion passenger,Male,31,26_to_39,9242
9243,Driver,Male,27,26_to_39,9243
9244,Motorcycle rider,Male,57,40_to_64,9244
9245,Motorcycle rider,Male,51,40_to_64,9245
9246,Motorcycle rider,Male,30,26_to_39,9246
9247,Pedestrian,Female,90,75_or_older,9247
9248,Driver,Male,89,75_or_older,9248
9249,Driver,Male,74,65_to_74,9249
9250,Driver,Male,23,17_to_25,9250
9251,Pedestrian,Male,55,40_to_64,9251
9252,Driver,Male,37,26_to_39,9252
9253,Passenger,Male,24,17_to_25,9253
9254,Pedestrian,Male,46,40_to_64,9254
9255,Passenger,Male,20,17_to_25,9255
9256,Passenger,Male,88,75_or_older,9256
9257,Driver,Male,57,40_to_64,9257
9258,Driver,Male,49,40_to_64,9258
9259,Driver,Male,40,40_to_64,9259
9260,Driver,Female,37,26_to_39,9260
9261,Driver,Male,21,17_to_25,9261
9262,Motorcycle rider,Male,49,40_to_64,9262
9263,Motorcycle rider,Male,18,17_to_25,9263
9264,Driver,Male,56,40_to_64,9264
9265,Passenger,Male,43,40_to_64,9265
9266,Pedestrian,Female,26,26_to_39,9266
9267,Driver,Female,74,65_to_74,9267
9268,Passenger,Female,4,0_to_16,9268
9269,Driver,Male,60,40_to_64,9269
9270,Driver,Male,45,40_to_64,9270
9271,Driver,Male,26,26_to_39,9271
9272,Passenger,Female,9,0_to_16,9272
9273,Driver,Male,60,40_to_64,9273
9274,Driver,Male,61,40_to_64,9274
9275,Driver,Male,18,17_to_25,9275
9276,Driver,Male,49,40_to_64,9276
9277,Driver,Male,36,26_to_39,9277
9278,Driver,Male,27,26_to_39,9278
9279,Driver,Female,77,75_or_older,9279
9280,Passenger,Male,20,17_to_25,9280
9281,Driver,Male,27,26_to_39,9281
9282,Passenger,Male,42,40_to_64,9282
9283,Passenger,Female,23,17_to_25,9283
9284,Motorcycle rider,Male,56,40_to_64,9284
9285,Driver,Female,26,26_to_39,9285
9286,Passenger,Male,64,40_to_64,9286
9287,Pedestrian,Female,78,75_or_older,9287
9288,Passenger,Female,0,0_to_16,9288
9289,Driver,Female,80,75_or_older,9289
9290,Passenger,Female,11,0_to_16,9290
9291,Pedestrian,Male,32,26_to_39,9291
9292,Pedestrian,Male,38,26_to_39,9292
9293,Driver,Male,20,17_to_25,9293
9294,Pedal cyclist,Male,60,40_to_64,9294
9295,Passenger,Male,19,17_to_25,9295
9296,Driver,Male,19,17_to_25,9296
9297,Motorcycle rider,Male,44,40_to_64,9297
9298,Motorcycle rider,Male,84,75_or_older,9298
9299,Motorcycle rider,Female,59,40_to_64,9299
9300,Driver,Female,61,40_to_64,9300
9301,Passenger,Female,48,40_to_64,9301
9302,Driver,Female,58,40_to_64,9302
9303,Passenger,Female,90,75_or_older,9303
9304,Passenger,Female,71,65_to_74,9304
9305,Driver,Male,33,26_to_39,9305
9306,Passenger,Female,20,17_to_25,9306
9307,Passenger,Female,82,75_or_older,9307
9308,Driver,Male,84,75_or_older,9308
9309,Motorcycle rider,Male,51,40_to_64,9309
9310,Pedal cyclist,Male,21,17_to_25,9310
9311,Pedestrian,Male,66,65_to_74,9311
9312,Driver,Male,21,17_to_25,9312
9313,Passenger,Male,19,17_to_25,9313
9314,Pedestrian,Male,43,40_to_64,9314
9315,Pedestrian,Male,37,26_to_39,9315
9316,Driver,Male,21,17_to_25,9316
9317,Driver,Male,70,65_to_74,9317
9318,Motorcycle rider,Male,16,0_to_16,9318
9319,Driver,Female,69,65_to_74,9319
9320,Driver,Female,29,26_to_39,9320
9321,Motorcycle rider,Male,28,26_to_39,9321
9322,Passenger,Male,16,0_to_16,9322
9323,Driver,Male,18,17_to_25,9323
9324,Motorcycle rider,Male,43,40_to_64,9324
9325,Pedestrian,Male,52,40_to_64,9325
9326,Motorcycle rider,Male,31,26_to_39,9326
9327,Pedal cyclist,Male,25,17_to_25,9327
9328,Passenger,Female,57,40_to_64,9328
9329,Driver,Male,50,40_to_64,9329
9330,Driver,Female,72,65_to_74,9330
9331,Driver,Male,45,40_to_64,9331
9332,Driver,Female,18,17_to_25,9332
9333,Driver,Male,37,26_to_39,9333
9334,Pedestrian,Male,86,75_or_older,9334
9335,Motorcycle rider,Male,49,40_to_64,9335
9336,Driver,Female,54,40_to_64,9336
9337,Motorcycle rider,Male,31,26_to_39,9337
9338,Motorcycle rider,Male,32,26_to_39,9338
9339,Driver,Male,34,26_to_39,9339
9340,Motorcycle rider,Male,56,40_to_64,9340
9341,Driver,Male,31,26_to_39,9341
9342,Passenger,Male,24,17_to_25,9342
9343,Passenger,Female,25,17_to_25,9343
9344,Passenger,Male,19,17_to_25,9344
9345,Driver,Male,43,40_to_64,9345
9346,Motorcycle rider,Male,68,65_to_74,9346
9347,Driver,Male,58,40_to_64,9347
9348,Driver,Male,76,75_or_older,9348
9349,Driver,Female,22,17_to_25,9349
9350,Driver,Female,31,26_to_39,9350
9351,Passenger,Female,50,40_to_64,9351
9352,Driver,Female,17,17_to_25,9352
9353,Driver,Male,28,26_to_39,9353
9354,Driver,Female,30,26_to_39,9354
9355,Pedestrian,Male,78,75_or_older,9355
9356,Pedestrian,Female,26,26_to_39,9356
9357,Pedestrian,Male,85,75_or_older,9357
9358,Driver,Male,67,65_to_74,9358
9359,Passenger,Female,29,26_to_39,9359
9360,Driver,Male,25,17_to_25,9360
9361,Passenger,Male,15,0_to_16,9361
9362,Pedal cyclist,Male,52,40_to_64,9362
9363,Driver,Female,47,40_to_64,9363
9364,Driver,Male,29,26_to_39,9364
9365,Passenger,Female,28,26_to_39,9365
9366,Pedestrian,Female,62,40_to_64,9366
9367,Pedestrian,Female,63,40_to_64,9367
9368,Driver,Female,59,40_to_64,9368
9369,Pedestrian,Female,83,75_or_older,9369
9370,Driver,Male,68,65_to_74,9370
9371,Passenger,Female,82,75_or_older,9371
9372,Pedestrian,Female,73,65_to_74,9372
9373,Driver,Female,69,65_to_74,9373
9374,Driver,Male,18,17_to_25,9374
9375,Passenger,Male,18,17_to_25,9375
9376,Driver,Male,47,40_to_64,9376
9377,Driver,Male,60,40_to_64,9377
9378,Driver,Male,50,40_to_64,9378
9379,Driver,Female,23,17_to_25,9379
9380,Passenger,Male,28,26_to_39,9380
9381,Motorcycle rider,Male,49,40_to_64,9381
9382,Pedal cyclist,Male,50,40_to_64,9382
9383,Motorcycle rider,Male,65,65_to_74,9383
9384,Pedestrian,Male,82,75_or_older,9384
9385,Passenger,Female,32,26_to_39,9385
9386,Driver,Male,38,26_to_39,9386
9387,Pedestrian,Male,56,40_to_64,9387
9388,Driver,Male,69,65_to_74,9388
9389,Driver,Male,32,26_to_39,9389
9390,Pedal cyclist,Male,62,40_to_64,9390
9391,Driver,Male,19,17_to_25,9391
9392,Driver,Female,19,17_to_25,9392
9393,Driver,Male,31,26_to_39,9393
9394,Motorcycle rider,Male,28,26_to_39,9394
9395,Passenger,Male,47,40_to_64,9395
9396,Driver,Male,19,17_to_25,9396
9397,Driver,Male,59,40_to_64,9397
9398,Driver,Male,67,65_to_74,9398
9399,Motorcycle rider,Female,67,65_to_74,9399
9400,Driver,Male,72,65_to_74,9400
9401,Driver,Male,86,75_or_older,9401
9402,Driver,Female,25,17_to_25,9402
9403,Pedestrian,Male,28,26_to_39,9403
9404,Passenger,Female,83,75_or_older,9404
9405,Motorcycle rider,Male,13,0_to_16,9405
9406,Driver,Male,20,17_to_25,9406
9407,Motorcycle rider,Male,73,65_to_74,9407
9408,Motorcycle rider,Male,61,40_to_64,9408
9409,Driver,Male,21,17_to_25,9409
9410,Motorcycle rider,Male,27,26_to_39,9410
9411,Motorcycle rider,Male,28,26_to_39,9411
9412,Motorcycle rider,Male,57,40_to_64,9412
9413,Driver,Male,60,40_to_64,9413
9414,Driver,Male,20,17_to_25,9414
9415,Driver,Male,26,26_to_39,9415
9416,Driver,Female,49,40_to_64,9416
9417,Driver,Female,27,26_to_39,9417
9418,Driver,Male,28,26_to_39,9418
9419,Motorcycle rider,Male,25,17_to_25,9419
9420,Motorcycle rider,Male,49,40_to_64,9420
9421,Driver,Female,92,75_or_older,9421
9422,Driver,Female,45,40_to_64,9422
9423,Driver,Female,82,75_or_older,9423
9424,Pedestrian,Male,61,40_to_64,9424
9425,Driver,Male,54,40_to_64,9425
9426,Passenger,Male,30,26_to_39,9426
9427,Driver,Female,26,26_to_39,9427
9428,Driver,Male,48,40_to_64,9428
9429,Passenger,Female,73,65_to_74,9429
9430,Driver,Male,77,75_or_older,9430
9431,Pedestrian,Female,68,65_to_74,9431
9432,Driver,Male,80,75_or_older,9432
9433,Driver,Male,61,40_to_64,9433
9434,Passenger,Female,26,26_to_39,9434
9435,Motorcycle rider,Male,52,40_to_64,9435
9436,Passenger,Female,91,75_or_older,9436
9437,Driver,Male,40,40_to_64,9437
9438,Driver,Male,32,26_to_39,9438
9439,Passenger,Male,79,75_or_older,9439
9440,Pedestrian,Male,68,65_to_74,9440
9441,Pedestrian,Female,62,40_to_64,9441
9442,Driver,Male,25,17_to_25,9442
9443,Driver,Female,44,40_to_64,9443
9444,Passenger,Male,24,17_to_25,9444
9445,Driver,Male,31,26_to_39,9445
9446,Motorcycle rider,Male,22,17_to_25,9446
9447,Pedal cyclist,Male,59,40_to_64,9447
9448,Pedal cyclist,Male,41,40_to_64,9448
9449,Motorcycle rider,Male,18,17_to_25,9449
9450,Driver,Male,39,26_to_39,9450
9451,Pedestrian,Male,60,40_to_64,9451
9452,Driver,Male,67,65_to_74,9452
9453,Passenger,Female,72,65_to_74,9453
9454,Motorcycle rider,Female,46,40_to_64,9454
9455,Driver,Male,63,40_to_64,9455
9456,Passenger,Male,32,26_to_39,9456
9457,Passenger,Male,32,26_to_39,9457
9458,Driver,Male,46,40_to_64,9458
9459,Motorcycle rider,Male,52,40_to_64,9459
9460,Pedestrian,Female,80,75_or_older,9460
9461,Motorcycle rider,Male,31,26_to_39,9461
9462,Motorcycle rider,Male,51,40_to_64,9462
9463,Pedestrian,Male,36,26_to_39,9463
9464,Driver,Male,21,17_to_25,9464
9465,Driver,Male,35,26_to_39,9465
9466,Motorcycle rider,Male,50,40_to_64,9466
9467,Driver,Male,29,26_to_39,9467
9468,Motorcycle rider,Male,47,40_to_64,9468
9469,Motorcycle rider,Male,18,17_to_25,9469
9470,Passenger,Female,36,26_to_39,9470
9471,Motorcycle rider,Male,53,40_to_64,9471
9472,Passenger,Female,88,75_or_older,9472
9473,Driver,Male,39,26_to_39,9473
9474,Driver,Male,45,40_to_64,9474
9475,Passenger,Female,57,40_to_64,9475
9476,Pedestrian,Female,40,40_to_64,9476
9477,Passenger,Male,45,40_to_64,9477
9478,Driver,Female,54,40_to_64,9478
9479,Motorcycle rider,Male,50,40_to_64,9479
9480,Driver,Male,66,65_to_74,9480
9481,Pedal cyclist,Male,60,40_to_64,9481
9482,Passenger,Female,63,40_to_64,9482
9483,Driver,Female,35,26_to_39,9483
9484,Driver,Male,84,75_or_older,9484
9485,Driver,Male,52,40_to_64,9485
9486,Motorcycle rider,Male,34,26_to_39,9486
9487,Pedal cyclist,Male,54,40_to_64,9487
9488,Pedestrian,Male,71,65_to_74,9488
9489,Pedestrian,Male,36,26_to_39,9489
9490,Driver,Male,24,17_to_25,9490
9491,Driver,Male,54,40_to_64,9491
9492,Passenger,Female,35,26_to_39,9492
9493,Motorcycle rider,Male,65,65_to_74,9493
9494,Passenger,Female,45,40_to_64,9494
9495,Driver,Male,17,17_to_25,9495
9496,Driver,Male,82,75_or_older,9496
9497,Driver,Female,71,65_to_74,9497
9498,Passenger,Female,16,0_to_16,9498
9499,Motorcycle rider,Female,53,40_to_64,9499
9500,Driver,Female,26,26_to_39,9500
9501,Driver,Female,24,17_to_25,9501
9502,Driver,Female,36,26_to_39,9502
9503,Driver,Male,72,65_to_74,9503
9504,Pedal cyclist,Female,42,40_to_64,9504
9505,Motorcycle rider,Male,51,40_to_64,9505
9506,Pedestrian,Female,16,0_to_16,9506
9507,Driver,Female,25,17_to_25,9507
9508,Passenger,Male,26,26_to_39,9508
9509,Driver,Male,71,65_to_74,9509
9510,Driver,Male,52,40_to_64,9510
9511,Driver,Male,36,26_to_39,9511
9512,Motorcycle rider,Male,67,65_to_74,9512
9513,Driver,Female,84,75_or_older,9513
9514,Driver,Male,24,17_to_25,9514
9515,Passenger,Male,18,17_to_25,9515
9516,Passenger,Male,45,40_to_64,9516
9517,Passenger,Female,42,40_to_64,9517
9518,Driver,Female,68,65_to_74,9518
9519,Passenger,Female,88,75_or_older,9519
9520,Pedestrian,Female,72,65_to_74,9520
9521,Driver,Male,47,40_to_64,9521
9522,Passenger,Female,72,65_to_74,9522
9523,Driver,Male,71,65_to_74,9523
9524,Passenger,Male,19,17_to_25,9524
9525,Driver,Male,42,40_to_64,9525
9526,Motorcycle rider,Male,24,17_to_25,9526
9527,Driver,Male,30,26_to_39,9527
9528,Driver,Male,26,26_to_39,9528
9529,Driver,Male,39,26_to_39,9529
9530,Driver,Male,18,17_to_25,9530
9531,Motorcycle rider,Male,50,40_to_64,9531
9532,Driver,Female,45,40_to_64,9532
9533,Passenger,Female,70,65_to_74,9533
9534,Driver,Male,70,65_to_74,9534
9535,Driver,Male,28,26_to_39,9535
9536,Motorcycle rider,Male,21,17_to_25,9536
9537,Passenger,Female,86,75_or_older,9537
9538,Motorcycle rider,Male,43,40_to_64,9538
9539,Driver,Male,58,40_to_64,9539
9540,Pedestrian,Male,45,40_to_64,9540
9541,Passenger,Male,18,17_to_25,9541
9542,Driver,Male,79,75_or_older,9542
9543,Motorcycle rider,Male,32,26_to_39,9543
9544,Pedestrian,Female,85,75_or_older,9544
9545,Pedestrian,Female,81,75_or_older,9545
9546,Motorcycle rider,Female,40,40_to_64,9546
9547,Motorcycle rider,Male,24,17_to_25,9547
9548,Driver,Female,87,75_or_older,9548
9549,Driver,Male,33,26_to_39,9549
9550,Pedestrian,Female,73,65_to_74,9550
9551,Driver,Male,54,40_to_64,9551
9552,Pedestrian,Male,15,0_to_16,9552
9553,Driver,Male,43,40_to_64,9553
9554,Passenger,Male,18,17_to_25,9554
9555,Driver,Male,48,40_to_64,9555
9556,Passenger,Female,14,0_to_16,9556
9557,Driver,Male,47,40_to_64,9557
9558,Driver,Male,43,40_to_64,9558
9559,Passenger,Male,20,17_to_25,9559
9560,Pedal cyclist,Male,77,75_or_older,9560
9561,Driver,Male,47,40_to_64,9561
9562,Driver,Male,43,40_to_64,9562
9563,Motorcycle rider,Male,56,40_to_64,9563
9564,Driver,Male,48,40_to_64,9564
9565,Driver,Female,17,17_to_25,9565
9566,Pedestrian,Male,16,0_to_16,9566
9567,Driver,Female,64,40_to_64,9567
9568,Driver,Male,44,40_to_64,9568
9569,Driver,Male,29,26_to_39,9569
9570,Driver,Male,84,75_or_older,9570
9571,Driver,Male,48,40_to_64,9571
9572,Driver,Male,46,40_to_64,9572
9573,Driver,Male,44,40_to_64,9573
9574,Motorcycle rider,Male,31,26_to_39,9574
9575,Driver,Female,23,17_to_25,9575
9576,Driver,Male,54,40_to_64,9576
9577,Passenger,Male,27,26_to_39,9577
9578,Pedestrian,Male,46,40_to_64,9578
9579,Motorcycle rider,Male,65,65_to_74,9579
9580,Pedestrian,Female,94,75_or_older,9580
9581,Motorcycle rider,Male,47,40_to_64,9581
9582,Driver,Male,68,65_to_74,9582
9583,Pedestrian,Male,70,65_to_74,9583
9584,Passenger,Male,82,75_or_older,9584
9585,Pedestrian,Female,82,75_or_older,9585
9586,Passenger,Female,16,0_to_16,9586
9587,Passenger,Female,15,0_to_16,9587
9588,Passenger,Male,27,26_to_39,9588
9589,Driver,Female,23,17_to_25,9589
9590,Passenger,Male,31,26_to_39,9590
9591,Driver,Male,24,17_to_25,9591
9592,Driver,Male,18,17_to_25,9592
9593,Pedestrian,Male,71,65_to_74,9593
9594,Driver,Male,20,17_to_25,9594
9595,Driver,Male,62,40_to_64,9595
9596,Motorcycle rider,Male,44,40_to_64,9596
9597,Pedal cyclist,Male,92,75_or_older,9597
9598,Passenger,Male,2,0_to_16,9598
9599,Pedestrian,Male,10,0_to_16,9599
9600,Motorcycle rider,Male,28,26_to_39,9600
9601,Driver,Female,19,17_to_25,9601
9602,Driver,Male,18,17_to_25,9602
9603,Passenger,Female,2,0_to_16,9603
9604,Pedestrian,Male,42,40_to_64,9604
9605,Driver,Male,25,17_to_25,9605
9606,Passenger,Male,17,17_to_25,9606
9607,Passenger,Male,15,0_to_16,9607
9608,Driver,Male,17,17_to_25,9608
9609,Passenger,Male,18,17_to_25,9609
9610,Pedestrian,Male,66,65_to_74,9610
9611,Motorcycle rider,Male,59,40_to_64,9611
9612,Passenger,Female,27,26_to_39,9612
9613,Motorcycle rider,Male,20,17_to_25,9613
9614,Passenger,Female,72,65_to_74,9614
9615,Driver,Male,72,65_to_74,9615
9616,Passenger,Female,11,0_to_16,9616
9617,Pedestrian,Male,36,26_to_39,9617
9618,Driver,Male,55,40_to_64,9618
9619,Passenger,Male,17,17_to_25,9619
9620,Driver,Male,14,0_to_16,9620
9621,Driver,Male,41,40_to_64,9621
9622,Pedestrian,Female,49,40_to_64,9622
9623,Motorcycle rider,Male,27,26_to_39,9623
9624,Passenger,Male,16,0_to_16,9624
9625,Driver,Female,52,40_to_64,9625
9626,Driver,Male,65,65_to_74,9626
9627,Driver,Male,22,17_to_25,9627
9628,Pedestrian,Female,65,65_to_74,9628
9629,Pedestrian,Male,75,75_or_older,9629
9630,Driver,Male,31,26_to_39,9630
9631,Motorcycle rider,Male,44,40_to_64,9631
9632,Motorcycle rider,Male,49,40_to_64,9632
9633,Motorcycle rider,Male,37,26_to_39,9633
9634,Driver,Female,46,40_to_64,9634
9635,Passenger,Male,67,65_to_74,9635
9636,Driver,Female,53,40_to_64,9636
9637,Motorcycle rider,Male,27,26_to_39,9637
9638,Passenger,Male,19,17_to_25,9638
9639,Passenger,Male,21,17_to_25,9639
9640,Passenger,Male,17,17_to_25,9640
9641,Motorcycle rider,Male,44,40_to_64,9641
9642,Motorcycle rider,Male,36,26_to_39,9642
9643,Driver,Female,47,40_to_64,9643
9644,Driver,Male,22,17_to_25,9644
9645,Pedestrian,Female,83,75_or_older,9645
9646,Pedestrian,Male,68,65_to_74,9646
9647,Driver,Female,70,65_to_74,9647
9648,Motorcycle rider,Male,23,17_to_25,9648
9649,Passenger,Male,32,26_to_39,9649
9650,Pedestrian,Male,14,0_to_16,9650
9651,Passenger,Female,7,0_to_16,9651
9652,Pedestrian,Male,75,75_or_older,9652
9653,Pedestrian,Male,45,40_to_64,9653
9654,Driver,Female,58,40_to_64,9654
9655,Pedestrian,Male,45,40_to_64,9655
9656,Driver,Male,54,40_to_64,9656
9657,Pedestrian,Male,77,75_or_older,9657
9658,Driver,Male,67,65_to_74,9658
9659,Pedestrian,Female,94,75_or_older,9659
9660,Motorcycle rider,Male,18,17_to_25,9660
9661,Driver,Male,55,40_to_64,9661
9662,Motorcycle rider,Male,24,17_to_25,9662
9663,Driver,Male,24,17_to_25,9663
9664,Driver,Female,62,40_to_64,9664
9665,Driver,Male,39,26_to_39,9665
9666,Driver,Male,31,26_to_39,9666
9667,Driver,Male,97,75_or_older,9667
9668,Pedestrian,Male,52,40_to_64,9668
9669,Pedestrian,Male,60,40_to_64,9669
9670,Pedestrian,Female,43,40_to_64,9670
9671,Passenger,Male,20,17_to_25,9671
9672,Driver,Male,29,26_to_39,9672
9673,Passenger,Male,53,40_to_64,9673
9674,Driver,Male,89,75_or_older,9674
9675,Driver,Female,89,75_or_older,9675
9676,Passenger,Female,91,75_or_older,9676
9677,Passenger,Female,88,75_or_older,9677
9678,Driver,Female,88,75_or_older,9678
9679,Motorcycle rider,Male,63,40_to_64,9679
9680,Driver,Male,29,26_to_39,9680
9681,Driver,Male,57,40_to_64,9681
9682,Driver,Female,23,17_to_25,9682
9683,Motorcycle rider,Male,45,40_to_64,9683
9684,Driver,Male,78,75_or_older,9684
9685,Motorcycle rider,Male,42,40_to_64,9685
9686,Driver,Male,30,26_to_39,9686
9687,Passenger,Male,46,40_to_64,9687
9688,Driver,Male,65,65_to_74,9688
9689,Motorcycle pillion passenger,Female,23,17_to_25,9689
9690,Driver,Male,47,40_to_64,9690
9691,Passenger,Male,28,26_to_39,9691
9692,Driver,Female,41,40_to_64,9692
9693,Pedestrian,Female,49,40_to_64,9693
9694,Driver,Male,32,26_to_39,9694
